dataset,gsm,donor_id,compartment,module_id,configured_genes,mapped_genes,mapped_fraction,mapping_pass,mapped_gene_symbols,duplicate_feature_rows
GSE230808,GSM7235337,SP21.016,AF,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235337,SP21.016,AF,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235337,SP21.016,AF,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235337,SP21.016,AF,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235338,SP21.017,AF,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235338,SP21.017,AF,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235338,SP21.017,AF,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235338,SP21.017,AF,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235339,SP22.002,AF,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235339,SP22.002,AF,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235339,SP22.002,AF,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235339,SP22.002,AF,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235340,SP22.003,AF,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235340,SP22.003,AF,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235340,SP22.003,AF,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235340,SP22.003,AF,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235341,SP21.007,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235341,SP21.007,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235341,SP21.007,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235341,SP21.007,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235342,SP21.011,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235342,SP21.011,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235342,SP21.011,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235342,SP21.011,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235343,SP21.013,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235343,SP21.013,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235343,SP21.013,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235343,SP21.013,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235344,SP21.014,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235344,SP21.014,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235344,SP21.014,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235344,SP21.014,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235345,SP21.016,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235345,SP21.016,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235345,SP21.016,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235345,SP21.016,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235346,SP21.017,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235346,SP21.017,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235346,SP21.017,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235346,SP21.017,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235347,SP22.002,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235347,SP22.002,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235347,SP22.002,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235347,SP22.002,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
GSE230808,GSM7235348,SP22.003,NP,ecm_collagen_remodeling,24,24,1.000000,True,ADAMTS4;ADAMTS5;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL6A1;COL6A2;COL6A3;DCN;FN1;LOX;LOXL2;LUM;MMP13;MMP2;MMP3;MMP9;POSTN;SPARC;TIMP1;TIMP2;TNC,0
GSE230808,GSM7235348,SP22.003,NP,inflammatory_nfkb,21,21,1.000000,True,CCL2;CCL5;CXCL8;FOS;IKBKB;IKBKG;IL1B;IL6;JUN;NFKB1;NFKB2;NFKBIA;NLRP3;RELA;RELB;STAT3;TICAM1;TLR2;TLR4;TNF;TNFRSF1A,0
GSE230808,GSM7235348,SP22.003,NP,hypoxia_oxidative_stress,18,17,0.944444,True,BNIP3;CA9;EGLN1;EPAS1;GCLM;HIF1A;HMOX1;LDHA;NFE2L2;NQO1;PDK1;PRDX1;SLC2A1;SOD1;SOD2;TXN;VEGFA,0
GSE230808,GSM7235348,SP22.003,NP,disc_matrix_homeostasis,15,15,1.000000,True,ACAN;B3GAT1;BGN;CILP;COL2A1;COL9A1;COL9A2;COL9A3;COMP;FMOD;HAPLN1;HAS2;KRT19;MATN3;SOX9,0
